ALTERNATIVEACC	GI	PRIMARYACC	TAXID
QES17682.1	1748218396	WP_150507981.1	54571
QES24053.1	1748229533	WP_150273455.1	54571
QES30152.1	1748237503	WP_150173543.1	54571
QES31428.1	1748238779	WP_150175573.1	54571
QES33365.1	1748243209	WP_150215520.1	54571
QES39283.1	1748249127	WP_150221408.1	54571
QES41562.1	1748255301	WP_150188167.1	54571
QES44489.1	1748258228	WP_150186815.1	54571
QES47578.1	1748262925	WP_150206690.1	54571
QES57293.1	1748276394	WP_150260102.1	54571
QEU70426.1	1751398218	WP_150473283.1	33899
QEU71484.1	1751399279	WP_150486850.1	28894
QEU74640.1	1751402435	WP_150489940.1	28894
QEU78236.1	1751406032	WP_150517328.1	36818
QEU88365.1	1751416162	WP_039830831.1	665577
QEU91061.1	1751431300	WP_055554727.1	1967
QEU94450.1	1751434689	WP_055550000.1	1967
QEV01312.1	1751452576	WP_030553180.1	48665
QEV03199.1	1751454463	WP_030550244.1	48665
QEV09014.1	1751463753	WP_055606728.1	67345
QEV15291.1	1751470031	WP_031134187.1	1319510
QEV18043.1	1751472784	WP_150477853.1	132473
QEV20966.1	1751475707	WP_055528134.1	132473
QEV28601.1	1751483343	WP_150483709.1	116188
QEV36599.1	1751491342	WP_152371485.1	67260
QEV43652.1	1751498396	WP_043450174.1	40318
QEV44898.1	1751499643	WP_150493128.1	1960
QEV54402.1	1751509148	WP_085924710.1	58346
QEV62772.1	1751517519	WP_150513635.1	68270
QEV66914.1	1751521742	WP_150499302.1	1969
QEV80672.1	1751535491	WP_031008613.1	1927
QEX09559.1	1752951647	WP_030534662.1	1833
QFI45927.1	1759040096	WP_003972830.1	100226
QFR01049.1	1767661669	WP_152172368.1	2653200
QFR97495.1	1769112802	WP_107502602.1	83656
QFU86837.1	1771315130	WP_153036853.1	2653857
QFX86087.1	1771957995	WP_153181703.1	2662065
QFZ73669.1	1772348476	WP_153288028.1	2662397
QGK72414.1	1776283577	WP_154078978.1	2665642
RAJ32513.1	1407576789	WP_014045774.1	1305832
RAJ43510.1	1407587880	RAJ43510.1	1305729
RAJ47474.1	1407591884	WP_014045774.1	1305822
RAJ51156.1	1407595622	WP_018520513.1	1305827
RAJ89354.1	1407634103	WP_111662366.1	1305830
RAK43270.1	1407688561	WP_111647045.1	1287878
RAL36044.1	1408145346	WP_113682182.1	2054902
RAN21448.1	1408736117	WP_030804216.1	1941
RAN29384.1	1408744333	WP_030804216.1	1941
RAS28030.1	1409781561	SNX79323.1	1895
RAS29316.1	1409782850	SNX78289.1	1895
RBJ08058.1	1420443712	WP_128136985.1	1874
RBM14382.1	1420890541	WP_113688116.1	1510197
RBQ06038.1	1423462939	WP_113974102.1	2248752
RCG23367.1	1427902241	WP_114014334.1	2250578
RCG28002.1	1427906928	WP_114020163.1	371608
RCV57577.1	1433455589	WP_114397250.1	1931232
RCV58292.1	1433456307	WP_114397250.1	1931232
RCV59677.1	1433457748	WP_114397250.1	1931232
RDD86254.1	1435270826	WP_114531251.1	146923
RDG35447.1	1435677701	WP_114626143.1	2282652
RDL07838.1	1440948885	WP_030804216.1	767398
RDS67358.1	1442558897	WP_115504924.1	255705
RDV47880.1	1444607856	WP_076966818.1	2174847
RDX79369.1	1445387170	RDX79369.1	157652
RDY05042.1	1445419447	RDY05042.1	157652
RDY05043.1	1445419448	RDY05043.1	157652
RED68183.1	1446723127	WP_116145595.1	1827603
REE15660.1	1446770904	WP_116165698.1	1827599
REE73600.1	1446829023	AII06234.1	44752
REF54364.1	1446910094	SOD81381.1	1938856
REH24310.1	1447081060	WP_093457231.1	1938837
REK80822.1	1447460814	WP_116057185.1	1833
REK86001.1	1447495883	WP_128511116.1	2293571
REK88238.1	1447498359	WP_128509025.1	2293571
RFC71646.1	1450357157	WP_116508534.1	2292703
RGC66586.1	1465854231	WP_117670495.1	2094022
RGD59984.1	1465953168	WP_117488147.1	83382
RGP51202.1	1468816780	WP_118602718.1	1833
RHN41467.1	1471969800	XP_003628776.1	3880
RHN62166.1	1471990503	XP_013456870.2	3880
RHN62167.1	1471990504	RHN62167.1	3880
RIA24440.1	1475740633	WP_116145595.1	2135785
RIA50920.1	1475767149	WP_088799654.1	1938838
RIA51701.1	1475767930	SDR36563.1	1938838
RIA58497.1	1475774729	WP_093457231.1	492785
RIA68244.1	1475784526	WP_119095032.1	1938843
RID50497.1	1476379739	XP_013656192.1	3711
RID50498.1	1476379740	RID50498.1	3711
RID50499.1	1476379741	RID50499.1	3711
RID51635.1	1476380877	RID51635.1	3711
RID53060.1	1476382307	RID53060.1	3711
RID72215.1	1476401482	RID72215.1	3711
RID77499.1	1476406776	AID60126.1	3711
RID77500.1	1476406777	RID77500.1	3711
RID77501.1	1476406778	RID77501.1	3711
RKD80673.1	1485396692	SDR36563.1	1907386
RKD81336.1	1485397355	WP_093491861.1	1907386
RKE18819.1	1485434918	PIG56915.1	1938859
RKG52565.1	1485930606	WP_120567096.1	2316735
RKG68244.1	1485947921	WP_120588493.1	2316734
RKG73555.1	1485953839	WP_120545160.1	2316733
RKH13491.1	1485997331	WP_120534911.1	2316729
RKH28316.1	1486013409	WP_120584566.1	2316725
RKH30393.1	1486015608	WP_120574734.1	2316727
RKH38569.1	1486024741	WP_120627981.1	2316726
RKH50500.1	1486037649	WP_120548517.1	2316723
RKH70266.1	1486058791	WP_120548517.1	2316720
RKH74640.1	1486063343	WP_120553311.1	2316722
RKH91254.1	1486081748	WP_121711232.1	2316719
RKI01217.1	1486092633	WP_121759374.1	2316718
RKI06051.1	1486097548	WP_120584566.1	2316724
RKI20112.1	1486112208	WP_121751522.1	2316716
RKI48630.1	1486142935	WP_120593960.1	2316714
RKI69560.1	1486165532	WP_120548517.1	2316721
RKM72765.1	1487299591	WP_043787110.1	37919
RKN06280.1	1487418074	WP_120698752.1	2419806
RKN18610.1	1487430740	WP_120698752.1	1750517
RKQ81495.1	1488702070	WP_097224495.1	1827576
RKR56498.1	1488777349	WP_116145595.1	2135786
RKR93108.1	1488813997	RKR93108.1	589240
RKT07544.1	1488928703	RKT07544.1	1938845
RKT17555.1	1488938728	WP_121174898.1	1938830
RKT53211.1	1488974466	WP_121003318.1	2072
RKT85376.1	1489006681	WP_093157185.1	455193
RLJ44569.1	1491451058	WP_121414733.1	1827608
RLK60076.1	1491567549	RLK60076.1	585224
RLQ06607.1	1493991331	WP_121683772.1	2478709
RLV70431.1	1495250734	RLV70431.1	2305222
RLV79181.1	1495261183	AGP57684.1	1343740
RLV79965.1	1495261967	WP_020870387.1	1343740
RMB38388.1	1496408100	WP_018468086.1	1305823
RMB82875.1	1496464118	WP_121892240.1	943815
RMI37264.1	1498403911	WP_122185198.1	2483353
RMI91772.1	1498515132	WP_122214033.1	1904044
RNF88664.1	1511453484	WP_123107281.1	2486417
RNG26733.1	1511493003	WP_123100358.1	2486417
RNI02960.1	1511673134	WP_123110138.1	47850
ROO97021.1	1515625303	WP_123626860.1	2485145
ROP27524.1	1515655911	WP_071803444.1	56438
ROP37780.1	1515666169	ROP37780.1	103734
ROP46321.1	1515674731	WP_123440085.1	1520461
ROP93038.1	1515721527	WP_123540893.1	249581
ROQ14270.1	1515742794	ROQ14270.1	67304
ROQ26771.1	1515755355	WP_123458909.1	1520455
ROQ70345.1	1515799062	ROQ70345.1	2485152
ROQ76663.1	1515805397	ROQ76663.1	2485153
ROQ95144.1	1515823918	WP_123511993.1	2485161
ROR44650.1	1515873648	ROR44650.1	88074
ROS41015.1	1515971016	ROS41015.1	196083
ROV69782.1	1517397210	WP_118900058.1	1908
ROZ60279.1	1517859453	WP_141487730.1	1882743
RPE35095.1	1519346583	ROR44650.1	88075
RPE61955.1	1519373471	WP_123992330.1	2485146
RPE67924.1	1519379461	WP_123996914.1	2485160
RPF37118.1	1519448880	WP_123968174.1	2485151
RPF44837.1	1519456613	RPF44837.1	2485154
RPK34396.1	1520410080	WP_124279531.1	1522757
RPK41238.1	1520417220	ROQ76663.1	1522756
RPK47429.1	1520423740	WP_124275409.1	1522757
RPK56279.1	1520432933	WP_124270856.1	1522760
RPK58483.1	1520435254	WP_124722719.1	1522759
RPK69374.1	1520446757	WP_124272541.1	1522761
RPK83425.1	1520461485	WP_124280752.1	1522762
RPK89731.1	1520468211	WP_030592458.1	1522763
RPK92636.1	1520471241	WP_124287149.1	1522764
RQL74410.1	1523395108	RQL74410.1	69181
RQL77292.1	1523398716	RQL77292.1	69181
RQL78781.1	1523400683	RQL78781.1	69181
RQL81120.1	1523403863	RQL81120.1	69181
RQO44466.1	1524603128	WP_124568769.1	2144188
RQO95739.1	1524792211	XP_006379195.1	3694
RQO95740.1	1524792212	XP_002313131.3	3694
RQW93884.1	1526329356	WP_083297109.1	1874
RQX39746.1	1526388262	RQX39746.1	1874
RRR86268.1	1532505726	WP_125189295.1	2490848
RSM39594.1	1536167979	WP_125626274.1	2203201
RSM70843.1	1536200054	WP_125803332.1	1288362
RSM94179.1	1536224222	WP_125503438.1	2203203
RSN05898.1	1536236215	WP_125638133.1	2203200
RSN18834.1	1536249232	WP_126896882.1	2203202
RSN53902.1	1536285229	WP_125492536.1	2203206
RSO05525.1	1536338804	WP_125524779.1	2203207
RSO07289.1	1536340641	WP_125521556.1	2203211
RSO14853.1	1536348587	WP_125534473.1	2203209
RSS00791.1	1536752000	WP_127439575.1	2487411
RSS12212.1	1536763798	WP_127433862.1	2487413
RSS19937.1	1536771643	WP_127437179.1	2487412
RSS31543.1	1536783784	WP_031021273.1	2487414
RSS34027.1	1536786986	WP_125667954.1	2487421
RSS34422.1	1536787467	WP_125760955.1	2487409
RSS40694.1	1536794510	WP_125758980.1	2487409
RSS57143.1	1536811957	WP_125744044.1	2487424
RSS61699.1	1536816720	WP_125595141.1	2487410
RSS65170.1	1536820287	WP_125537739.1	2487422
RSS75915.1	1536831375	WP_127441413.1	2487426
RSS84386.1	1536841038	WP_125638760.1	2487416
RSS85802.1	1536842742	WP_030651740.1	2487419
RSS90354.1	1536847676	WP_125772748.1	2487417
RSS90844.1	1536848182	WP_125543204.1	2487418
RST05407.1	1536863655	WP_125815191.1	2487425
RST05925.1	1536864205	WP_125814993.1	2487425
RST17636.1	1536876841	WP_125620958.1	2487423
RST17894.1	1536877120	WP_126884184.1	2487420
RUO92547.1	1545975420	WP_126933950.1	2316715
RUP67098.1	1546188927	WP_030709981.1	1141731
RVU28559.1	1550789167	WP_127826145.1	2494256
RVW61285.1	1552207180	RVW61285.1	29760
RWR83917.1	1557859351	RWR83917.1	337451
RWR87359.1	1557864085	RWR87359.1	337451
RWZ76177.1	1560267316	WP_128462779.1	1886
RXH94099.1	1562653720	RXH94099.1	3750
RXS59473.1	1564922036	WP_129250835.1	67364
RXS63306.1	1564926052	WP_129249835.1	67364
RXS73141.1	1564936293	WP_129282670.1	1652669
RXS80457.1	1564943734	WP_129281857.1	1652669
RXX39581.1	1565968026	WP_076683975.1	1642299
RXX46016.1	1565974646	WP_076686451.1	1642299
RYJ28403.1	1569151539	WP_129768877.1	1478131
RYJ29903.1	1569153191	WP_129767876.1	1478131
RYQ84183.1	1570199282	RYQ84183.1	3818
RYR04642.1	1570222484	XP_016162100.1	3818
RYR24267.1	1570245482	RYR24267.1	3818
RYR37622.1	1570260689	XP_015941340.1	3818
RYR54146.1	1570279002	XP_025605835.1	3818
RYR54418.1	1570279274	XP_025606037.1	3818
RYR54419.1	1570279275	RYR54419.1	3818
RYR54420.1	1570279276	RYR54420.1	3818
RYR68009.1	1570294380	XP_025688251.1	3818
RYR72663.1	1570299577	RYR72663.1	3818
RYR72665.1	1570299579	XP_025653643.1	3818
RYR74891.1	1570301805	XP_025640111.1	3818
RYZ42164.1	1571640223	RYZ42164.1	2484252
RYZ45248.1	1571644085	RYZ45248.1	2484252
RZB15518.1	1571873744	WP_129801820.1	1510026
RZB77543.1	1572887053	XP_003538838.1	3848
RZC24338.1	1572938737	XP_003518710.1	3848
RZC24339.1	1572938738	XP_003518712.1	3848
RZC24340.1	1572938739	RZC24340.1	3848
RZC24341.1	1572938740	XP_003518713.1	3848
RZC24342.1	1572938741	XP_028202033.1	3848
RZC24346.1	1572938745	XP_014621819.1	3848
RZC24347.1	1572938746	XP_014621819.1	3848
RZC24348.1	1572938747	XP_014621819.1	3848
RZC32757.1	1572955826	RZC32757.1	1661398
RZC66738.1	1573261513	RZC66738.1	3469
RZC66921.1	1573261696	XP_026394097.1	3469
RZC67888.1	1573262663	XP_026395489.1	3469
RZC91083.1	1573285860	RZC91083.1	3469
RZD57597.1	1573868253	WP_129828985.1	1886
RZD58799.1	1573869461	WP_129818016.1	1886
RZD62456.1	1573873134	WP_030768106.1	1886
RZD75080.1	1573885874	WP_129811984.1	1886
RZD75906.1	1573886702	WP_129811984.1	1886
RZD82383.1	1573893226	WP_129811502.1	1886
RZD93355.1	1573904353	WP_010637809.1	1886
RZD94404.1	1573905404	WP_129811984.1	1886
RZD97456.1	1573908480	WP_010637809.1	1886
RZE09417.1	1573925213	WP_129836370.1	1886
RZE18264.1	1573934154	WP_008405698.1	1886
RZE18928.1	1573934820	WP_030768106.1	1886
RZE23416.1	1573939336	WP_008405698.1	1886
RZE35595.1	1573951642	WP_008405698.1	1886
RZE36736.1	1573952792	WP_008405698.1	1886
RZE38965.1	1573955037	WP_008405698.1	1886
RZE51190.1	1573967392	WP_008405698.1	1886
RZE55017.1	1573971256	WP_008405698.1	1886
RZE59872.1	1573976156	WP_008405698.1	1886
RZE71899.1	1573988333	WP_008405698.1	1886
RZE72681.1	1573989130	WP_030768106.1	1886
RZE75365.1	1573991850	WP_085478665.1	1886
RZE90265.1	1574006971	WP_129819829.1	1886
RZE91948.1	1574008660	WP_129819829.1	1886
RZE94337.1	1574011055	WP_129849977.1	1563677
RZF05844.1	1574022639	WP_129845972.1	1886
RZF36379.1	1574084032	RZF36379.1	195883
RZF45618.1	1574112144	RZF45618.1	195883
RZF48858.1	1574123900	RZF48858.1	195883
RZK71199.1	1576159689	WP_061040666.1	1831
RZM92009.1	1576433643	WP_076686451.1	1642299
RZN03666.1	1576445591	WP_076683975.1	1642299
RZT70503.1	1577183321	WP_130395511.1	2512142
RZT84297.1	1577197136	RZT84297.1	1397368
RZU23936.1	1577236862	WP_130438006.1	2512155
RZU34847.1	1577247794	WP_130336930.1	2512123
RZU85835.1	1577298828	WP_130395511.1	2512143
RZU86787.1	1577299781	RZU86787.1	2512147
SBO95993.1	1115987870	SBO95993.1	93944
SBT90903.1	1040713650	WP_093720566.1	1839783
SBU88836.1	1042873675	WP_051422100.1	1115570
SBU90764.1	1042887415	SBU90764.1	1100827
SBV05103.1	1042883792	WP_093684610.1	1100827
SBV05333.1	1042874477	WP_093813369.1	1100828
SCC49911.1	1049712971	WP_058227297.1	1049584
SCD31611.1	1051901882	WP_093823553.1	1838281
SCD40610.1	1051844298	WP_014045774.1	1839778
SCD50088.1	1051808848	SCD50088.1	1839782
SCD60140.1	1051837170	WP_010268499.1	1839777
SCD66723.1	1051892536	SCD66723.1	1839762
SCD67722.1	1051781611	WP_093845428.1	1839779
SCD67727.1	1051866157	SCD67727.1	1839761
SCD69731.1	1051820626	WP_008405698.1	1838282
SCD83921.1	1051766737	WP_093853802.1	1839776
SCD84091.1	1051813783	WP_093821260.1	1839772
SCD87178.1	1051794088	WP_030768106.1	1839767
SCD90018.1	1051757935	WP_093552157.1	1839760
SCE00175.1	1051797969	WP_009065032.1	1839763
SCE03212.1	1051827686	WP_014045774.1	1839771
SCE12895.1	1051773535	SCE12895.1	693491
SCE17765.1	1051847466	WP_093693060.1	1758151
SCE23598.1	1051784400	WP_051422100.1	1839769
SCE56811.1	1051854860	WP_128808132.1	1839775
SCE57926.1	1051879256	SCE57926.1	1839781
SCE62444.1	1051877456	WP_093565625.1	1839781
SCE89876.1	1052312791	WP_091043162.1	307120
SCF10235.1	1052315078	WP_091426938.1	479978
SCF43345.1	1052344025	WP_009065032.1	1839764
SCF65917.1	1052408265	SCF65917.1	1839774
SCF87813.1	1052419948	WP_093701645.1	1839768
SCF90205.1	1052369896	WP_093445106.1	697328
SCF98108.1	1052387847	WP_093601336.1	1839780
SCG07672.1	1052334303	SCG07672.1	1839773
SCG39881.1	1053032531	SCG39881.1	745366
SCK13007.1	1059338583	SCK13007.1	1100824
SCK21495.1	1059291432	WP_099177928.1	1157630
SCK26807.1	1059305752	WP_099219883.1	1115568
SCK36250.1	1059326331	WP_099128129.1	1100823
SCK40617.1	1059288414	WP_099174944.1	1157630
SCK43454.1	1059276647	WP_045865722.1	1286822
SCK52189.1	1059315258	WP_099280914.1	1100822
SCL26063.1	1059575196	WP_091327793.1	47850
SCL83417.1	1059842397	WP_014045774.1	1839770
SCY98421.1	1081626177	WP_092765092.1	1502766
SDC13070.1	1086883456	WP_090850136.1	1045774
SDC43991.1	1087318080	WP_055572395.1	67344
SDC56209.1	1087368098	SDC56209.1	1115567
SDC75102.1	1087253484	WP_091449795.1	1271860
SDC95210.1	1087129363	WP_091027181.1	58114
SDD21629.1	1087534252	WP_093902186.1	1265493
SDH28253.1	1086753702	SDH28253.1	300028
SDI29664.1	1087706035	SDI29664.1	633440
SDJ30790.1	1086749509	WP_072740261.1	300028
SDJ44203.1	1087426323	WP_091384295.1	504798
SDJ61930.1	1087559709	WP_093607629.1	417292
SDJ82229.1	1087145989	SDJ82229.1	1881028
SDL78165.1	1087545188	WP_093651933.1	1196353
SDP37862.1	1087690296	SDP37862.1	1761904
SDP91554.1	1087439524	WP_091384295.1	504798
SDR27280.1	1087526588	WP_088799654.1	1855350
SDR36563.1	1087527300	SDR36563.1	1855350
SDT75081.1	1085950531	WP_093861827.1	1855352
SDT77810.1	1085918646	WP_093457231.1	1881022
SDT79939.1	1085873319	WP_092555357.1	113562
SDX85768.1	1089653878	WP_093267021.1	418495
SEB63510.1	1089433977	WP_093636964.1	1881020
SEB86678.1	1089434639	SDR36563.1	1881020
SEB87479.1	1089465452	SEB87479.1	67331
SEB94585.1	1089641276	WP_093461970.1	67327
SEB97438.1	1089489391	WP_093473816.1	1881026
SEB99129.1	1089595670	SEB99129.1	1881018
SEC14188.1	1089641990	WP_093462805.1	67327
SEC26465.1	1089358547	SEC26465.1	1855346
SEC44564.1	1089615210	SEC44564.1	99653
SED15292.1	1089447815	SDR36563.1	1881021
SED26386.1	1089579672	WP_073367190.1	132919
SED38609.1	1089628184	SED38609.1	1855351
SED42783.1	1089448593	WP_088799654.1	1881021
SED54148.1	1089478364	WP_012378508.1	1911
SED63084.1	1089478703	BAG17901.1	1911
SED93733.1	1089533435	WP_093697861.1	1855347
SEE00043.1	1089502008	WP_093879031.1	1881019
SEE43899.1	1089439592	WP_093491861.1	1881023
SEE64454.1	1089440259	SDR36563.1	1881023
SEG94534.1	1090821809	WP_093352793.1	1837
SEN56402.1	1095333693	SEN56402.1	46177
SER91091.1	1095148235	WP_019355396.1	943816
SES46464.1	1095350304	WP_093781509.1	1761906
SET44467.1	1095413536	WP_083559708.1	33
SFD64523.1	1099906181	WP_093352793.1	418522
SFF27126.1	1100128203	WP_093616751.1	35752
SFG05584.1	1100145913	WP_075031015.1	68239
SFJ69860.1	1100064480	WP_093888172.1	324952
SFL54789.1	1099539127	SFL54789.1	1520580
SFM92106.1	1100093030	SFM92106.1	1761903
SFN05886.1	1099873588	WP_093340271.1	260086
SFO45868.1	1099947054	WP_093157185.1	455193
SFP55379.1	1097715611	SFP55379.1	1852
SFS90735.1	1099501297	WP_093420532.1	95161
SFY37652.1	1104161891	SFY37652.1	1893
SFY49604.1	1104171997	SFY49604.1	463642
SHF12932.1	1110518240	SHF12932.1	2017
SHH82234.1	1109617170	WP_079658845.1	1882757
SHJ99330.1	1110509021	WP_073380793.1	758803
SHM38688.1	1110569665	SHM38688.1	156453
SHN22816.1	1110566455	WP_073448924.1	156453
SIO87533.1	1143070838	WP_087100011.1	1434837
SJZ88925.1	1152212295	SJZ88925.1	1122192
SKC57131.1	1154438372	WP_079573514.1	526729
SMC84165.1	1175002890	SMC84165.1	857417
SMF38391.1	1182770453	WP_085208966.1	1305826
SNB87163.1	1210062660	WP_088574893.1	1157641
SNC70048.1	1212779911	SDR36563.1	1938836
SNC70764.1	1212780627	WP_088799654.1	1938836
SNS55547.1	1216202539	WP_089297298.1	52697
SNT32273.1	1216213395	WP_089210450.1	106412
SNX64765.1	1247942188	WP_097270228.1	1938861
SNX78289.1	1247873549	SNX78289.1	1919
SNX79323.1	1247872553	SNX79323.1	1919
SOB83764.1	1247908384	SOB83764.1	1938835
SOD48752.1	1247916990	SOD48752.1	1938853
SOD67307.1	1247846247	SOD67307.1	1300267
SOD68892.1	1247920152	WP_046918050.1	1938833
SOD81381.1	1247928411	SOD81381.1	1938850
SOE11534.1	1243925161	WP_096212863.1	1938841
SOE31230.1	1252096977	WP_097286651.1	1882786
SOE61795.1	1252072197	WP_097224495.1	1882787
SOR78285.1	1325796648	WP_050810165.1	1079985
SPE64331.1	1571048063	SPE64331.1	55404
SPE99632.1	1369249865	WP_107461033.1	2083010
SPL89562.1	1371927726	SPL89562.1	1955414
SPZ41459.1	1416026895	AII06234.1	44752
SQA22382.1	1416058314	WP_012378508.1	1911
SQA22723.1	1416058655	BAG17901.1	1911
SUE09057.1	1440672932	WP_020968563.1	1833
SUP62682.1	1440683774	WP_115069915.1	1911
TBO55093.1	1584362434	WP_094793054.1	1946
TCJ41569.1	1588029289	WP_131570735.1	2545247
TCN41592.1	1588470904	TCN41592.1	2512213
TCN71743.1	1588501241	WP_132783149.1	2512128
TCP44714.1	1588676251	TCP44714.1	2512151
TCP45766.1	1588677311	WP_132879870.1	1262583
TCR22764.1	1588856128	TCR22764.1	2512164
TCR44249.1	1588877728	WP_132759034.1	2512156
TCR69068.1	1588902697	TCR69068.1	2512153
TCR81728.1	1588915448	WP_126274960.1	2512137
TCU43676.1	1589180392	WP_132915099.1	2512127
TDC26031.1	1590970837	WP_132929044.1	2530388
TDC78860.1	1591028012	WP_132816472.1	402648
TDD04870.1	1591055252	WP_132675765.1	2530384
TDD51410.1	1591103876	WP_132485285.1	2530387
TDF42671.1	1593011844	WP_126884184.1	2487420
TDF51231.1	1593021127	WP_126884184.1	2487420
TDF52544.1	1593022571	WP_126884184.1	2487420
TDO37463.1	1596175724	WP_133872083.1	52695
TDP66259.1	1596305381	WP_091384295.1	504798
TDQ46154.1	1596385851	WP_133743256.1	1605990
TDQ63164.1	1596403014	WP_133826127.1	663603
TDR18811.1	1596458958	WP_070386313.1	2485208
TDT08890.1	1596651142	WP_133932693.1	887463
TDT11852.1	1596654113	WP_133919300.1	2512171
TDT35945.1	1596678293	WP_134028596.1	2512159
TDT39862.1	1596682252	WP_133886284.1	2512150
TDT40907.1	1596683300	TDT40907.1	2512150
TDU54500.1	1596797454	TDU54500.1	37919
TDU75302.1	1596818312	WP_053788336.1	2485150
TDV73393.1	1596917165	WP_070386313.1	2485207
TDX56243.1	1597101520	WP_134070218.1	1827542
TDY81951.1	1597228532	WP_003972830.1	1902
TDZ10209.1	1597257323	WP_003972830.1	1902
TFI31349.1	1605077146	WP_135063819.1	2559605
TFW64727.1	1607771582	WP_135240153.1	2035250
TGB08000.1	1608574380	WP_135332648.1	2559236
TGN76586.1	1613819219	WP_135786272.1	2340725
TGN82445.1	1613825092	WP_135792382.1	29306
TGZ09281.1	1615509112	WP_099219883.1	2564098
TGZ15360.1	1615647106	WP_136099595.1	2283197
THA25649.1	1616002277	WP_136183422.1	2562581
THA35536.1	1616012412	WP_136315580.1	2563103
THA41170.1	1616018335	WP_053788336.1	2563105
THA57424.1	1616035399	WP_136207002.1	2563101
THA85381.1	1616063969	WP_136229587.1	2563099
THA88306.1	1616067022	WP_003972830.1	2563107
THC49284.1	1616609615	WP_062775437.1	2563104
THC54251.1	1616614690	WP_136240545.1	2563104
THC57201.1	1616617803	WP_136238095.1	2563106
THG11229.1	1621811608	XP_028076772.1	542762
THG17521.1	1621821772	XP_028062380.1	542762
THG21783.1	1621828328	XP_028053335.1	542762
THG21798.1	1621828343	THG21798.1	542762
THG21836.1	1621828404	XP_028053269.1	542762
THG23394.1	1621830822	XP_028126313.1	542762
THJ70808.1	1622709328	WP_118602718.1	334542
TJZ49576.1	1631667697	WP_136742415.1	2571125
TJZ57469.1	1631675623	WP_136739087.1	2571125
TKS05222.1	1635309212	TKS05222.1	43335
TKS05223.1	1635309213	TKS05223.1	43335
TKS08109.1	1635312697	TKS08109.1	43335
TKT03388.1	1636794876	WP_137309236.1	324833
TKT10603.1	1636804231	WP_137299309.1	33898
TKY59055.1	1654053545	TKY59055.1	455371
TKY59056.1	1654053546	TKY59056.1	455371
TKY59058.1	1654053548	TKY59058.1	455371
TKY59061.1	1654053551	TKY59061.1	455371
TLQ48084.1	1661215048	WP_138057354.1	1817406
TLS41145.1	1664498855	WP_138049689.1	2580423
TLW91655.1	1669251009	WP_138382725.1	687388
TMR12887.1	1674338285	WP_138698371.1	1642303
TMU93884.1	1677895131	WP_138915029.1	2583819
TMU94524.1	1677895771	WP_138915546.1	2583819
TMX00487.1	1678405576	TMX00487.1	4083
TMX00488.1	1678405577	TMX00488.1	4083
TMX00489.1	1678405578	TMX00489.1	4083
TMX00492.1	1678405581	TMX00492.1	4083
TNM26894.1	1681882403	WP_139648370.1	555059
TNV67599.1	1685739736	WP_139914783.1	83462
TPM83366.1	1692431690	WP_078468395.1	2589960
TPN27540.1	1692476398	WP_150831670.1	2589960
TPQ23888.1	1693046372	WP_119098612.1	2315329
TPQ97744.1	1693795949	WP_043324067.1	2583240
TQC35619.1	1696901415	WP_141487730.1	2495445
TQC46206.1	1696914009	WP_141471522.1	1882742
TQD75600.1	1697128747	TQD75600.1	106549
TQD85061.1	1697139112	TQD85061.1	106549
TQD91297.1	1697145535	TQD91297.1	106549
TQE01524.1	1697156028	TQE01524.1	106549
TQE01526.1	1697156030	TQE01526.1	106549
TQE01528.1	1697156032	TQE01528.1	106549
TQI93442.1	1698913131	WP_031332903.1	2587159
TQJ56456.1	1698976184	WP_142266701.1	1240696
TQJ81259.1	1699001009	TQJ81259.1	1365480
TQK37990.1	1699061559	WP_142200883.1	1913101
TQK95771.1	1699119975	WP_055708433.1	164348
TQL19332.1	1699143568	WP_142168125.1	1081603
TQL68531.1	1699192980	TQL68531.1	1175486
TQM15362.1	1699255028	WP_142051056.1	630975
TQM37294.1	1699291339	WP_142104135.1	882449
TQN33430.1	1699418505	TQN33430.1	405555
TQO33709.1	1700175350	TQO33709.1	67258
TQS29507.1	1700653375	WP_142559883.1	2053005
TRO63217.1	1704995589	WP_143638618.1	2561920
TRV80207.1	1706161025	WP_143618030.1	2591006
TSB18320.1	1707731241	WP_143943879.1	2595054
TSB18398.1	1707731335	WP_143943879.1	2593677
TVZ80037.1	1715345564	WP_145885312.1	2572903
TVZ87273.1	1715352845	TVZ87273.1	2572907
TVZ96842.1	1715362525	WP_145823710.1	2572905
TWA11451.1	1715377260	WP_013286314.1	2572906
TWD18215.1	1715687210	WP_145828781.1	477697
TWF52421.1	1715922912	WP_145811949.1	67274
TWF56301.1	1715926806	TWF56301.1	67274
TWF80071.1	1715950623	WP_147258810.1	1128676
TWF84360.1	1715954914	WP_145866501.1	68182
TWF92841.1	1715963404	WP_145744081.1	1181886
TWF95498.1	1715966065	WP_145739924.1	1181886
TWG06335.1	1715976903	TWG06335.1	887462
TWG12862.1	1715983446	WP_122978622.1	1867
TWV18522.1	1720160383	WP_127452340.1	1886
TWV32637.1	1720174722	WP_146468854.1	67331
TXC95892.1	1722668884	WP_147247598.1	2601673
TXG49881.1	1725303879	TXG49881.1	1000413
TXG54094.1	1725308095	TXG54094.1	1000413
TXG54097.1	1725308098	TXG54097.1	1000413
TXG64255.1	1725318261	TXG64255.1	1000413
